prompt,link
Awakening,https://twitter.com/Magicianug/status/1701744655506022816
G’night ya beautiful mofo’s!,https://twitter.com/RollVeeTee/status/1702062168017883528
"Series 'The Character is in Absurd Places.'

'Attack of the Killer Tomatoes Rock Band.'

 |",https://twitter.com/aest_artificial/status/1702313751725105373
world of stories 6,https://twitter.com/Basil_Pepper/status/1699194785066803239
"Celebrating 11K followers with a bang! 

Introducing my second trailer 'The Expedition', a mind-blowing story crafted using 

 clips from MidJourney images and edited with CapCut.

Hope you enjoy it!",https://twitter.com/techhalla/status/1702337415237775557
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1702325260149022884
"Last month, a graphic novel made with the help of Midjourney was released.

It became a bestseller within the month.

I interviewed the author and he shared his process - from prompting the images to marketing the book.

Gonna share it with you guys later today.

Stay tuned :)",https://twitter.com/chaseleantj/status/1701839100733686131
Good morning! Who's ready for the weeeeekend?! Wait what? It's Thursday? Oh. Well then. It's Friday somewhere though!,https://twitter.com/Caelitus_/status/1702303402661667268
"Beautiful night, sweet dreams",https://twitter.com/UllaMaijaMaatta/status/1699506272880439716
"Creatures of Hellfire: 19 Second Video animated using 

 and 

, Camera movement, Color enhanced and Sound effects added.",https://twitter.com/art_hiss/status/1702055375879442920
Real men wear frocks,https://twitter.com/ViiiFf33713/status/1702294815369470348
Futuristic Neon City,https://twitter.com/sharonmawbry/status/1701923192665735286
"Good night with a prompt.

I just love that Midjourney creates an ambiance with given tokens. This prompt describes the main elements and lets Midjourney decide the mood and make the whole composition.

Hope you enjoy, because this is one of those with high personal satisfaction… Show more",https://twitter.com/the_aeye/status/1701727251450953891
"Just when I think I'm out, this prompt pulls me back in!

Cinematic Midjourney is a ride. 

Prompt  ALT",https://twitter.com/AIEXODUS/status/1702308927755391083
"Midjourney is unbelievable. 

I think she has an eyelash on her nose.",https://twitter.com/AIEXODUS/status/1699381264464204205
"Midjourney is the boss of image generation.

But Midjourney costs $10/mo.

Here're 10 FREE Alternatives for Image Generation you shouldn't miss:

[ Bookmark for later]",https://twitter.com/CodeByPoonam/status/1702328607211925592
"Into the woods 

The Midjourney experiment continues…",https://twitter.com/MikeHindle/status/1701584206373982335
"Have a great sunday, Xers!",https://twitter.com/Tazibao22/status/1700776663166992426
"Good morning 

When I started with Midjourney and the publication of my pictures here in July, I would never have thought that 8 weeks later already over 1500 people like my pictures and posts so much that they follow me for it. 

I would like… Show more",https://twitter.com/KIAI4RT/status/1702212767673884962
"GN X Players!

See y’all tomorrow.

- -midjourney",https://twitter.com/bubblez_jazzy/status/1699522648990994834
Knight,https://twitter.com/Magicianug/status/1701256504207434102
Good morning!,https://twitter.com/DeRosaDesigns/status/1701562066673324386
"GN 

floral dream",https://twitter.com/sTomo_dtmxdogs/status/1702032882913656987
"If you add this to the end of your prompt Midjourney will explode and you'll be confused.

--c 64 --s 420 --w 1080 --q 0.75 --stop 77 --tile --no thing --niji 5 --style expressive --ar 16:9",https://twitter.com/nickfloats/status/1701784774103191957
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1699421952820015604
Meanwhile somewhere in Mexico  right now,https://twitter.com/ENSandAIArt/status/1702157907423641747
"Good morning  –  ""Do we know each other""

Made with Midjourney
Prompt  Alt",https://twitter.com/hugovntr/status/1700402328262607270
Spellbound,https://twitter.com/asmrbirdie/status/1701851623700811789
"AIRPORT BAR    

Really happy with this one, was meaning to create an airport bar in a while and finally got around to do it.

Enjoy! 

Made in  

Prompt in alt",https://twitter.com/WorldEverett/status/1702071313538404406
The oathbreaker,https://twitter.com/imagineAiart/status/1699563009495179491
Trinity,https://twitter.com/viiktorhorvat/status/1699211828599861484
From the v4 archives,https://twitter.com/nes_rox/status/1702313121426149718
Do you want me to delete the previous photo?  like that,https://twitter.com/Frederic_gregos/status/1699190630981759436
"Series 'The Character is in Absurd Places.'

'The ghosts are conducting a ghost summoning session.'

 |",https://twitter.com/aest_artificial/status/1702321303162884371
"15 Cinematic Midjourney Prompts VOL3!

GM guys! I'm happy to annouce that this is already my third collection of Cinematic Midjourney prompts!

Feel free to copy & paste, and change or remove parts of the topic as needed.

You can manipulate and experiment with the ""style"",… Show more",https://twitter.com/bubblez_jazzy/status/1699480417550643521
Knight,https://twitter.com/Magicianug/status/1701532572289994877
Thursday pose,https://twitter.com/Caleios/status/1702346633080397903
Executioner,https://twitter.com/zz_surume/status/1700289617784688958
"""Insectoids"" - visuals made with midjourney and pika, while the music was made with an AI generated melody that was copied from Lemonaide Seeds music generator over to GarageBand where I remixed and played some on top of. - VOLUME UP -",https://twitter.com/bennash/status/1700224068811661793
"StarWars inspired MJ Images.
(Prompts in ALT).",https://twitter.com/OrctonAI/status/1701689522147176955
Give me back the summer!,https://twitter.com/Tazibao22/status/1701603478836244531
"More playing with the new -camera parameter in 

. 

I’d tested the new camera controls on this MidJourney image and pulled them into one video to show them all in action. 

All of these were /animate generations with motion at 2 and 24 FPS. 

Really impressive!",https://twitter.com/madaro_art/status/1701697886675702031
"30 AI tools that can replace your team of 17 people:

1. Research

- ChatGPT
- Perplexity

2. Image

- Leap AI
- Segmind
- Midjourney

3. CopyWriting

- Rytr
- AdCopy
- Copy AI

4. Writing

- Jasper
- Writesonic
- Hemingway

5. Website

- 10Web
- Style AI

6. Video

- Klap
-… Show more",https://twitter.com/HeyAbhishekk/status/1701828782192234602
Weird Tales,https://twitter.com/tokage522/status/1702322775212560804
Let your creativity flow! Wishing you a successful week! Thank you for your support and motivation! Thank you for 1000 followers!,https://twitter.com/sharonmawbry/status/1701184814890487902
"A calm coffee, a colliding cosmos.",https://twitter.com/koldo2k/status/1701499759419117936
When you're running out of fast hour,https://twitter.com/matifrackowiak/status/1700905470809321761
Demon,https://twitter.com/Magicianug/status/1700664624230940783
"Playing with Runway's new director mode. Here's an extremely quick and dirty test edit of a random mobster opening scene.

 Midjourney images
 Runway motion
 Triniti music
 Eleven Labs voice over
 ChatGPT script
 Capcut edit

Took around 45 min in total.",https://twitter.com/nickfloats/status/1701730019129606382
"Monkeys and jam, a break in the city hustle.",https://twitter.com/koldo2k/status/1700433406465548467
"Using Permutation prompting in Midjourney to do a Gucci photoshoot around the world with a single prompt.

In about 60 seconds, MJ generated 32 image grids. 

That's 128 unique and diverse images created in under a minute. Pretty incredible.

Prompt / explanation",https://twitter.com/nickfloats/status/1699484805878911051
Attention! It threatens to make your day better!,https://twitter.com/matifrackowiak/status/1702305697361174805
"Goku

RT is appreciated",https://twitter.com/nine_ta_il/status/1702310590243561936
"Series 'The Character is in Absurd Places.'

'Would you like a free token?'

 |",https://twitter.com/aest_artificial/status/1701558779240984926
"High.
Far.
Gone.",https://twitter.com/MLB/status/1700718968296947860/analytics
"Art in red, black and white",https://twitter.com/ShortiaDec/status/1701643331254583643
"Simple Midjourney prompt resulting in an amazing variety of fantastically detailed digital art images, well worth experimenting with.",https://twitter.com/fenlandcrafts/status/1701902072969334984
"Yesterday, I asked the community for the most useful Midjourney tips they've learned.

Here are the top 10 tips people have shared.

Check them out below.

They could save you months of figuring things out on your own!",https://twitter.com/chaseleantj/status/1701215967479730339
"PROMPT SHARE 

From my latest collection "" Psychological Digitalism "" 

Prompt in ALT",https://twitter.com/shahbaz_aiart/status/1702330582372589859
Good morning all,https://twitter.com/RollVeeTee/status/1701511858585272401
Good morning. Have a nice day.,https://twitter.com/rin22cal51yn/status/1699185890206347535
"Prompt: people prepairing to buy  , near bank at night --s 750 don't know but i like this image.",https://twitter.com/art_hiss/status/1702346805114028153
"GM/GA X’ers.
The weekend is in sight!
(Prompt in ALT)",https://twitter.com/OrctonAI/status/1702295115933356214
Looming Inevitability,https://twitter.com/MrGingerSir/status/1700898562438041968
"Series 'The Character is in Absurd Places.'

'The zombies are on the dance floor.'

 |",https://twitter.com/aest_artificial/status/1702011762764100044
"Alert!   We're on the hunt for a new profile picture, and we want YOU to be a part of it! Help us define our digital face.  
The most-liked submissions will be shortlisted, and from there, our team and your likes will decide the winner!",https://twitter.com/AI_ArtPrompts/status/1699914136556089370
Gm everyone. Are you ready to traverse the Dreamlands?,https://twitter.com/TArbalest/status/1701214031653028323
"Midweek - Time to take a moment to breathe and dream. 

   

https://tiktok.com/t/ZT8j6HCNM/",https://twitter.com/TheRezmyra/status/1701998592574083408
Warp,https://twitter.com/Magicianug/status/1701956647357210880
"midjourney is nice, but it's way too random for designing assets.

imagine being able to consistently generate assets that stay on-brand.

that's exactly what i'm building.

v1 is already out.

and 1500+ designers, marketers, and artists are using it today.

but i'm building a… Show more",https://twitter.com/dxlantxch/status/1701280526475338191
"Owl in autumn forest
https://redbubble.com/shop/ap/150934738…",https://twitter.com/MargaretWiktor/status/1699800943762518220
"Niji update 
I’m pasting my favorite  Midjourney setting.
Lessons learned:
1. No chaos  just no
2. No or low (1-5) weird
3. Required: photo tokens
4. Style low (10-50) 
5. Add color in hues (blue hues, summer hues, etc.)
6. Use the “no” prompt to get rid of… Show more",https://twitter.com/tweetcheecks/status/1700953283802566977
「DreamNight」,https://twitter.com/tsukuyomi2021/status/1702324068748521802
"Xonmars.eth 

Art inspiring life",https://twitter.com/ENSandAIArt/status/1699997463938220178
"""Miami vibes"" 

Transformed this Midjourney picture into this cool animation using PS Gen Fill and After Effects. 

This is just a glimpse of the final AI animation you'll create in my upcoming course!

Sound on",https://twitter.com/0xFramer/status/1699079259317235987
"GN X’pressionists
Cya in the AM",https://twitter.com/OrctonAI/status/1702102019731771788
"Series 'The Character is in Absurd Places.'

'Scarecrow man feeds horses with hay.'

 |",https://twitter.com/aest_artificial/status/1701951365210099946
"Aliens are here...
Image prompt: ""Several extraterrestrial aliens similar to colossal black-armored men with terrible, extremely large stainless steel jaws (chelicerae), eerie, sunset.""",https://twitter.com/sweetos_art/status/1702318436364460209
"""Good night"" 

 5 default style",https://twitter.com/voxeloops/status/1702341082812711269
Goodnight  Dreaming of a  —v 5.3 release soon.,https://twitter.com/DeRosaDesigns/status/1701772720730435748
"""I don't need a fancy suit to be a hero. I was born one.""

--Soldierboy

 
  
 

 


These Images where created Midjourney and http://Picsi.ai easy faceswap by powered by… Show more",https://twitter.com/Zuuhl82/status/1700804174114402615
"Start a Good Wednesday with Cute Kittens!

Made with:
Brainstorming: ChatGPT
Images: 

Motion: 

Audio: 

Editing: CapCut

Step 1: Brainstorm Cute Kittens
Use ChatGPT4 to brainstorm a list of 10 (or more) cute kittens.  Specify the desired personality… Show more",https://twitter.com/minchoi/status/1701952556065284542
"Series 'The Character is in Absurd Places.'

'Clowns are riding the carousel at the amusement park.'

 |",https://twitter.com/aest_artificial/status/1701981562294956400
There’s a little inexpensive program called PhotoMotion that’s in the Apple store. Here’s an example with a still image from MidJourney. It’s funny how often we work for a result on a complex program that’s tremendously expensive when a cheap one does the same thing more easily.… Show more,https://twitter.com/michaeljmuch/status/1702102312875860455
plants live in the world 3,https://twitter.com/Basil_Pepper/status/1701237228918149518
"Series 'The Character is in Absurd Places.'

Chucky in Workshop

 |",https://twitter.com/aest_artificial/status/1701309635469164999
"Still playing around with the space girl. It is interesting to see how the MJ is assuming the items. 
Her space suit looks like organic, and it is interesting how the MJ reacting based on the referencing img. ;)",https://twitter.com/posorom/status/1702029520709079483
"Who Doesn't Love Playful Cartoon Animals?

Grab these 146 Playful Cartoon Animal Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'ANIMAL'
3. Follow me 

  

Must follow or can't DM   

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1701694726032728216
"The fascinating thing about  is that it can either scream sensuality, or whisper it. This is my interpretation of the latter case, in b&w.",https://twitter.com/Tazibao22/status/1701683485432295899
"Good morning, X. 
Thinking about what mood to approach the day with.",https://twitter.com/Tazibao22/status/1702189878492950652
Pure Spirit,https://twitter.com/its_sunilprem/status/1699488845962576378
"Epic Prompt Battle 

Beautiful Disaster or Hope... Finding the light and beauty when everything else is lost.

$25 prize to the winner!

Share your art below",https://twitter.com/HelloUncut/status/1701711741556515011
"Midjourney is phenomenal!

But, it costs $10/month to use.

Here are 7 FREE AI image generators that may surprise you:",https://twitter.com/theresanaiforit/status/1700929389771247810
"Silverpoint

A silverpoint drawing is made by dragging a silver rod or wire across a surface, often prepared with gesso or Chinese white ground. Silverpoint is one of several types of metalpoint used by scribes, craftsmen and artists since… Show more",https://twitter.com/KIAI4RT/status/1702235846450049421
"Good morning champs

It costs 0$ to say it back

Do you ever try  like ?",https://twitter.com/ZterBuz/status/1699662328684269987
"Something strange is lurking… 

My first short story with   

Images with 

 
Video with",https://twitter.com/layneboyle/status/1701877065660957106
"Looking for Cute Nursery Art Midjourney Prompts?

Grab these 148 Cute Nursery Art Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'NURSERY''
3. Follow me 

  

Must follow or can't DM  

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1701332310086308182
At least the aliens back home know what happened to their missing brethren now. What do you think? Real or elaborate stunt?,https://twitter.com/DadHatLabs/status/1702163263151079901
"Goku

RT is appreciated",https://twitter.com/nine_ta_il/status/1702154591146745864
"When it rains look for rainbows, when it’s dark look for stars
https://redbubble.com/studio/promote/149797564…",https://twitter.com/MargaretWiktor/status/1699793553831117022
"Congrats Buddy 

 for 1500+ Followers   Sorry for this pic   The ultimate art slayer..",https://twitter.com/art_hiss/status/1702344756909531482
"$EYES Shill  $SHILL  EYES         

 https://opensea.io/Eye-Of-Unity
 https://rarible.com/eyeofunity
 https://magiceden.io/u/eyeofunity 

 https://discord.gg/4KeKwkqeeF 

 https://nftcalendar.io/event/collect-the-worlds/…",https://twitter.com/eyeofunitynft/status/1699259137396531359
"Nice Rufus! A really rough cut of a trailer I’m putting together of “Prince Arthur and the Enchanted Forest” using Midjourney, 

  and 

 . Really more of exploring what’s possible",https://twitter.com/DavidmComfort/status/1699588834563101009
"GM Friends

This year, with Midjourney, I crafted 250 unique ""GM"" images.

Each piece is a chapter of passion, and their stories come alive through animations.

It is part 21",https://twitter.com/dark3web1/status/1700026180315787655
Great prompt. Added 'super nova'.,https://twitter.com/EinBard/status/1702331630462157248
The Matrix is real,https://twitter.com/bradlivergood/status/1700967148187689284
"How to make consistent scenes in Midjourney

If you want to make a comic book with Midjourney, you'll need both consistent characters and scenes.

I've shown you how to make consistent characters (see below).

Here's a new prompt to make consistent scenes:

3 wide images of… Show more",https://twitter.com/chaseleantj/status/1700499968690426006
Somewhere Over The Drainbow,https://twitter.com/markmatcho/status/1701299533748248998
"Did Somebody Call for a Superhero?   

Grab these 149 Superhero Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'SUPERHERO''
3. Follow me 

  

Must follow or can't DM   

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1699563980958618039
"""Sensual blue""",https://twitter.com/KIAI4RT/status/1701519215717388631
"""Colossal Battle"" https://deviantart.com/phantastes/art/Colossal-Battle-980474554… Midjourney 5.2 + Digital Blending and Painting",https://twitter.com/DesynArt/status/1701024003169906848
Tranquil nights. Mystery in the air. Perfect place for introverts and adventure lovers like me,https://twitter.com/FabledFrames/status/1702206940104056957
"Future Gothic by Tim Fu.

Join our upcoming AI workshop, “Midjourney Architecture 4.0” which will focus on developing technical and practical skill sets in using AI for architecture. This workshop will be led by renowned architectural designer Tim Fu, on September 23 – 24, 2023.… Show more",https://twitter.com/parametricarch/status/1700953635864170919
The Path We Choose,https://twitter.com/aiWerx/status/1702098521988403630
Very creative - I applied it to my robots :),https://twitter.com/theartofweb/status/1701564386110787834
"You go to the hospital and you have to be seen by a nurse, which one would you choose - Jinx or Harley Quinn? 

Elaborate on the answer 

Prompts in the ALT.",https://twitter.com/Artedeingenio/status/1701258305664946619
Blood Madonna   diffusion,https://twitter.com/chairmanmao74/status/1700804926568612002
"What an awesome idea - like horizontal knolling.
I tried it with my 'stick figure robots' prompt and  conjured a whole tribe :)",https://twitter.com/theartofweb/status/1700772349086187553
"Good night!
I've seen incredible art today and made some great connections too.  I hope this inspires you to keep dreaming, keep creating and keep connecting.",https://twitter.com/beholdersai/status/1702126925462863995
"Stable Diffusion Tutorial: How to generate MidJourney quality photographic images with Stable Diffusion

Stable Diffusion requires a bit more prompt and parameter finessing to achieve quality results. Understanding it will broaden your knowledge of prompting in general, which… Show more",https://twitter.com/PixelHustler/status/1700158077968712019
"Funnily enough, this is probably enough to get you banned on  these days.  

They've admitted on their discord voice chats that they're in contact with governments, right about the same time they started banning people for political imagery.",https://twitter.com/cfryant/status/1702168850299809935
"""Hello World"" GM

It's still hot

Please be careful

 5 default style",https://twitter.com/voxeloops/status/1702081881897116070
"Nothing leaves a bad taste in my mouth quite like youtube autoplaying a music video, enjoying the song and glancing over to see they shoved a bunch of midjourney in the video.",https://twitter.com/EZE3D/status/1699880634980676048
"Prompt: [SUBJECT], sketched with just a few, yet expressive, brush strokes, white background",https://twitter.com/TheFirstRaph/status/1700912010995609942
3D Latent Space,https://twitter.com/benjaminbardou/status/1701624458870505587
"One of the biggest game series in modern boardgames can most CERTAINLY afford an artist. Using midjourney in a published product is shameful, and robs skilled people an opportunity for work.

They can also likely afford not to do have to crowdfund but that’s a different issue.",https://twitter.com/MarcelineLeiman/status/1701980232662622713
Good night. Sweet dreams.,https://twitter.com/rin22cal51yn/status/1701603805467693441
"Scenes from an alternate Apple keynote.

(Midjourney is getting very good at creating fake conference photos)",https://twitter.com/emollick/status/1701703691932500019
"Rainy Day. Poor Panda. 
Don’t float away.

    

https://tiktok.com/t/ZT82Ew9S7/",https://twitter.com/TheRezmyra/status/1701298063459942838
"Here's my AI creation of the week using Midjourney, Gen-2 and Pika Labs. Still working on it",https://twitter.com/DavidmComfort/status/1701071234489090524
"We're pleased to present an online store concept that integrates Midjourney into our visual content. We've experimented with grid layouts, color combinations, and navigation. What are your thoughts?",https://twitter.com/obys_agency/status/1701552067175764105
"I think I located the account of the person who’s been coming up with the other clever memes! The Midjourney style ones. 

 are you the person who originally made these?",https://twitter.com/sometherapist/status/1700739812712706170
"Need Some Vectors for Your Projects?

Grab these 146 Vector Midjourney Prompts

To get it:

1. RT this tweet
2. Reply 'VECTOR''
3. Follow me 

  

Must follow or can't DM   

P.S.
Grab them while you can",https://twitter.com/ItsAivik/status/1700280445991067838
"""What if yung SB19 naging doll?...(made by midjourney and photoshop) - Part 1 of 2

CTTO: Mcunajr Arts FB

I vote  for  2023 Grupo Internacional Masculino.",https://twitter.com/ATINGlobalSoc/status/1699658528804282401
Ciri from The Witcher.,https://twitter.com/girlsofmidjour/status/1700051006078267895
"I've reached 500 followers!
On this occasion, I would like to share with you 𝟱𝟬 of my favorite artists and their styles.
All in  in regular and niji styles using prompt: 𝘄𝗼𝗺𝗮𝗻 𝗶𝗻 𝗯𝗹𝗮𝗰𝗸",https://twitter.com/matifrackowiak/status/1701613386692440251
"I was summoned by... 

  Thank you

Title : Is it true that AI art can't draw hands and fingers

All : Thanks for watching

Artist Tag : 

 
 
 

 5 default style",https://twitter.com/voxeloops/status/1701093232602681753
"GM Friends

Crafting GMs with Midjourney has been an incredible creative journey.

Seeing each one come to life is magical.

GM allows me to explore my creativity in new ways.

Thank you to everyone who has liked and supported my GMs

Your encouragement inspires me.",https://twitter.com/dark3web1/status/1700750956059930758
new terraforming mars kickstarter campaign raised over $1M yet they're using midjourney??? can someone please make it make sense?,https://twitter.com/brennanoonan/status/1701974604464755192
Game Night...,https://twitter.com/EhteshamHayat/status/1700859794998079689
"9 Best Udemy ChatGPT Courses Online 2023

https://jadirectives.com/best-udemy-chatgpt-courses/…",https://twitter.com/FahmidaNushra/status/1701254335978721789
"Looking for a thumbnail designer experienced with midjourney for my YouTube channel. Please DM me with a link to your portfolio.   """,https://twitter.com/Essiesn7/status/1699493298224628177
Weird Tales,https://twitter.com/tokage522/status/1701950202519929342
"PROMPT CHALLENGE 14 #: wallpaper challenge 

Prompt : Cute as a button [ animal or character ], dramatic, cinematic, UHD wallpaper --ar 9:16 --c 10 --s 300 --style raw 

You can try —v 5.1 also 

 Inviting all AI artists.",https://twitter.com/Ashokkumarpndy/status/1700740961499029653
"Testing  some fluid abstract pieces with portraits between  and .  The first is uploaded and then just let their animation run it.  
1 of 2",https://twitter.com/JADM823/status/1702286534521528500
"Daily Haiku Prompt

Piezoelectric, 
Material as magic, 
Energy as art.

  

How can you use this prompt? 

1. Plug in the full haiku as a text-to-image prompt on any AI art platform. Prompts are tested in Midjourney.  

...Or...  

2. Modify the haiku.… Show more",https://twitter.com/patricialeveq/status/1701238924599833046
"Looking for a Thumbnail Artist with a Knack for Crafting High CTR Thumbnails - Proficiency in Horror or Fantasy Niches a Plus! Experience with Generative Imagery AI and Tools like MidJourney Preferred.   
DM me with your work and rates",https://twitter.com/kimmithefirst/status/1699145563155886195
"A Midjourney rendering of Vul fighter craft from my first  , Day of the Devourer. Read for Free with Kindle Unlimited.
https://tinyurl.com/2rytz77j",https://twitter.com/DfPieper/status/1702306640127558081
"Wednesday   -  Neon Flows

  (In Description)    

Have Fun, Post Your Best, & Tag Your Friends!",https://twitter.com/aiWerx/status/1701946939770577184
"Tourists from a distant galaxy arrive on earth through an ancient portal.

V5.2",https://twitter.com/artamagig/status/1700603772253122676
"According to the office hours, Version 5.3 is in progress and will include a new aesthetic system that allows users to make personalization of things.
  
See My Ai Master Peice Images",https://twitter.com/shahid_rsr/status/1701275887277318650
"The video for the Kanji for 'five' needed a little cuteness, and here it is thanks to  

All of our videos meanwhile are on https://youtube.com/ Please do visit.",https://twitter.com/kanjimemories/status/1702017071171743894
"This is AI generated image, multiple generations of different versions edited in Photoshop.   https://pictorem.com/profile/Vuletta.J…",https://twitter.com/aiart_Vuletta_J/status/1702276897445474777
cloth cloth cloth,https://twitter.com/Iroha_ai_japan/status/1701926550999064596
"http://youtube.com/shorts/kSfPzIDysok…

 Witness the Magic of AI: AdityaL1 Mission to the Sun 

Experience the fusion of creativity & technology in this 1-minute visual journey! 

 Script:   Imagery:   Motion:   Music: 
Don't miss this… Show more",https://twitter.com/pranav_quant/status/1701847890354672106
"Sticker Art Made Simple: A Midjourney Guide Review         
“Sticker Art Made Simple: A Midjourney Guide”

https://medium.com//sticker-art-made-simple-a-midjourney-guide-review-8b56b2a7038a… 

https://lessigy27affiliate.blogspot.com/2023/09/sticker-art-made-simple-midjourney.html… 

https://linkedin.com/pulse/sticker-art-made-simple-midjourney-guide-review-lessig-y27-review…",https://twitter.com/chetouiyassine2/status/1702310790366363917
"GPT, LLM & Word Embeddings — A Brief Introduction to the Technology Powering ChatGPT.

https://zurl.co/E4Bl",https://twitter.com/Artmacsoft/status/1701830572270666132
The Simpsons Characters Come to Life: Exploring the Stunning Illustrations by MidJourney AI,https://twitter.com/mywalljourney/status/1700537980748779996
Brains…,https://twitter.com/theartofweb/status/1702339727503020056
"Game, set and match",https://twitter.com/girlsofmidjour/status/1699437048506028475
‘He Doesn’t Need VC in His Life’: How Midjourney’s Founder Built an AI Winner While Rejecting Venture Capital,https://twitter.com/AkwyZ/status/1699474871602794638
"GM and happy Sunday fam!

It's a great day for  with 

Horse Art for Horsetrading 006
Midjourney plus GIMP

7/12 editions available for trade
Link to  below",https://twitter.com/absurdeity/status/1700933418643751302
"Having some fun generating some images with MidJourney and creating some collection shorts. 

https://youtube.com/shorts/UtA-99_j3rI?feature=share…",https://twitter.com/promptdesignart/status/1700257922717225054
"※background made by Midjourney + painted
""Prefer my human form or dragon form?""",https://twitter.com/tikalyangfc/status/1701987086390440248
A little bit scared.,https://twitter.com/MidMMMeows/status/1702344702752649370
"3/3 

This article would make a great Midjourney prompt:  ""Bleak setting: Mitt Romney, alone in his dark townhouse, eating salmon burgers with ketchup as he obsesses over Trump.""",https://twitter.com/LaocoonofTroy/status/1702268222668468714
"** ONE OF TODAY'S MY ORIGINAL WORK **



* MY DAILY ART WORK with ,

On Feb. 14, I made a big decision in my digital artwork creation. I fully changed my approach from Digital to AI.

So I changed operation with Midjourney, AI.

https://artstation.com/chairhouse",https://twitter.com/chair_house/status/1702282391107293351
"** ONE OF TODAY'S MY ORIGINAL WORK **

 

** MY DAILY NFT ART WORK * with ,

Regard a big decision in my digital artwork creation. I fully changed my approach from Digital to AI.

So I changed operation with new collection with AI
https://opensea.io/collection/chairhouse-with-midjourney…",https://twitter.com/chair_house/status/1702282227084902521
"AI's creating those dream workspaces we've all imagined... 

Give a swipe and see for yourself. Let me know which number is your favourite!  

 𝐕𝐢𝐬𝐢𝐭 𝐍𝐨𝐰 - https://top4marketing.com",https://twitter.com/top4asia/status/1702247077085057291
"Translation: we're irritated he won't take our $$$

""Some in VC admit to being puzzled by Holz’s reticence and have privately voiced concerns about Midjourney’s ability to compete with larger companies...""",https://twitter.com/paul_griffiths/status/1699051050156589110
